;X;File_name;Com_number;S_number;Signal;S_start_T_V;S_end_T_V;S_duration_V;S_Dur_ana;Signal_record;Signal_modality;Body_part;Repetition;Audible;Contact_part;Directionality;Distance_rcp;Object;Laterality;Rcp_Body_part;Sig_gaze;Rcp_position;Rcp_Visual_att;V_Combination;V_Mouth_open;V_Sgn_in_frame;S_Comment;Signaller;Signaller_age;Signaller_sex;Sgn_prior_context;Sgn_post_context;Sgn_olf_signals;Goal;Recipient;Recipient_age;Recipeint_sex;NN_Index;Sex_Dyad;Comment;BhvCh_start_T;BhvCh_start;Voc_rcp_T;Voc_rcp;G_rcp_T;G_rcp
777;986;ZEWACT_301121_Exp36;VEC0035b;VEV0157;Vocalisation;293120;298380;5260;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;NA;NA;NA;NA;NA;NA;NA
788;997;ZEWACT_011221_Exp37;VEC0036a;VEV0158;Vocalisation;337060;343380;6320;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Unk;Af_Greet_Cer;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
789;998;ZEWACT_011221_Exp37;VEC0036a;VEV0159;Vocalisation;345540;350540;5000;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Unk;Af_Greet_Cer;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
790;999;ZEWACT_011221_Exp37;VEC0036a;VEV0160;Vocalisation;356180;364760;8580;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NSG;KB;20;Female;Unk;Af_Greet_Cer;Urin_Temp_gland;Greet_unc;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
803;1012;ZEWACT_011221_Exp37;VEC0036b;VEV0161;Vocalisation;337060;343380;6320;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;DM;46;Male;Drinking;Af_Greet_Cer;Unk;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
804;1013;ZEWACT_011221_Exp37;VEC0036b;VEV0162;Vocalisation;357300;363140;5840;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NSG;DM;46;Male;Drinking;Af_Greet_Cer;Unk;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
815;1043;ZEWACT_021221_Exp39;VEC0038a;VEV0163;Vocalisation;325200;332080;6880;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NSG;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
816;1044;ZEWACT_021221_Exp39;VEC0038a;VEV0164;Vocalisation;343960;350565;6605;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
817;1045;ZEWACT_021221_Exp39;VEC0038a;VEV0165;Vocalisation;361120;365760;4640;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
818;1046;ZEWACT_021221_Exp39;VEC0038a;VEV0166;Vocalisation;368720;378680;9960;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
819;1047;ZEWACT_021221_Exp39;VEC0038a;VEV0167;Vocalisation;385080;393000;7920;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Drinking;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
832;1060;ZEWACT_021221_Exp39;VEC0038b;VEV0168;Vocalisation;358640;364400;5760;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
833;1061;ZEWACT_021221_Exp39;VEC0038b;VEV0169;Vocalisation;366520;368400;1880;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;NA;NA;NA;NA;NA;NA;NA
835;1066;ZEWACT_021221_Exp40;VEC0039a;VEV0170;Vocalisation;156525;158520;1995;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Unclear;Greet_unc;KB;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
836;1067;ZEWACT_021221_Exp40;VEC0039a;VEV0171;Vocalisation;162767;165280;2513;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Unclear;Greet_unc;KB;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
841;1073;ZEWACT_021221_Exp40;VEC0039b;VEV0172;Vocalisation;160160;162900;2740;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Unclear;Greet_unc;HW;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
861;1095;ZEWACT_031221_Exp41;VEC0040a;VEV0173;Vocalisation;120200;125120;4920;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;NA;NA;NA;NA;NA;NA
862;1096;ZEWACT_031221_Exp41;VEC0040a;VEV0174;Vocalisation;133840;138480;4640;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;NA;NA;NA;NA;NA;NA
863;1097;ZEWACT_031221_Exp41;VEC0040a;VEV0175;Vocalisation;143000;148886;5886;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;NA;NA;NA;NA;NA;NA
864;1098;ZEWACT_031221_Exp41;VEC0040a;VEV0176;Vocalisation;151560;157440;5880;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;NA;NA;NA;NA;NA;NA
865;1099;ZEWACT_031221_Exp41;VEC0040a;VEV0177;Vocalisation;165120;173120;8000;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;NA;NA;NA;NA;NA;NA
866;1100;ZEWACT_031221_Exp41;VEC0040a;VEV0178;Vocalisation;203660;209040;5380;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;MS;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.137141714;Same;drinking while gesturing;NA;NA;NA;NA;NA;NA
885;1120;ZEWACT_031221_Exp41;VEC0040b;VEV0179;Vocalisation;132200;135080;2880;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.137141714;Same;NA;NA;NA;NA;NA;NA;NA
886;1121;ZEWACT_031221_Exp41;VEC0040b;VEV0180;Vocalisation;188200;194400;6200;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.137141714;Same;NA;NA;NA;NA;NA;NA;NA
887;1122;ZEWACT_031221_Exp41;VEC0040b;VEV0181;Vocalisation;215600;219720;4120;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;MS;20;Female;0.137141714;Same;NA;NA;NA;NA;NA;NA;NA
907;1146;ZEWACT_031221_Exp42;VEC0041a;VEV0182;Vocalisation;212010;215040;3030;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
908;1147;ZEWACT_031221_Exp42;VEC0041a;VEV0183;Vocalisation;234280;237480;3200;Include;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
909;1148;ZEWACT_031221_Exp42;VEC0041a;VEV0184;Vocalisation;241240;245400;4160;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
910;1149;ZEWACT_031221_Exp42;VEC0041a;VEV0185;Vocalisation;247600;251960;4360;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
911;1150;ZEWACT_031221_Exp42;VEC0041a;VEV0186;Vocalisation;254120;258560;4440;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Unk;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
925;1169;ZEWACT_031221_Exp42;VEC0041b;VEV0187;Vocalisation;234800;239360;4560;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
926;1170;ZEWACT_031221_Exp42;VEC0041b;VEV0188;Vocalisation;242080;254880;12800;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
927;1171;ZEWACT_031221_Exp42;VEC0041b;VEV0189;Vocalisation;260930;265120;4190;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
932;1176;ZEWACT_061221_Exp43;VEC0042a;VEV0190;Vocalisation;339280;344120;4840;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;TT;40;Female;Unk;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
933;1177;ZEWACT_061221_Exp43;VEC0042a;VEV0191;Vocalisation;350880;360880;10000;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;TT;40;Female;Unk;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
934;1178;ZEWACT_061221_Exp43;VEC0042a;VEV0192;Vocalisation;365120;372720;7600;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;TT;40;Female;Unk;Af_Lit_Greet;Temp_gland_secr;Greet_sgn;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
942;1190;ZEWACT_061221_Exp43;VEC0042b;VEV0193;Vocalisation;343400;348240;4840;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Unk;Af_Lit_Greet;Urinating;Greet_rcp;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
943;1191;ZEWACT_061221_Exp43;VEC0042b;VEV0194;Vocalisation;357680;366400;8720;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Unk;Af_Lit_Greet;Urinating;Greet_rcp;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
944;1192;ZEWACT_061221_Exp43;VEC0042b;VEV0195;Vocalisation;374040;377520;3480;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Unk;Af_Lit_Greet;Urinating;Greet_rcp;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
959;1218;ZEWACT_071221_Exp45;VEC0044a;VEV0196;Vocalisation;166320;171240;4920;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;More;Greet_rcp;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
960;1219;ZEWACT_071221_Exp45;VEC0044a;VEV0197;Vocalisation;181920;187960;6040;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;More;Greet_rcp;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
961;1220;ZEWACT_071221_Exp45;VEC0044a;VEV0198;Vocalisation;199520;206640;7120;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;More;Greet_rcp;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
962;1221;ZEWACT_071221_Exp45;VEC0044a;VEV0199;Vocalisation;207800;213320;5520;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;More;Greet_rcp;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
963;1222;ZEWACT_071221_Exp45;VEC0044a;VEV0200;Vocalisation;214200;218320;4120;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;More;Greet_rcp;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
964;1223;ZEWACT_071221_Exp45;VEC0044a;VEV0201;Vocalisation;221080;228360;7280;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;More;Greet_rcp;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
981;1241;ZEWACT_071221_Exp45;VEC0044b;VEV0202;Vocalisation;180560;182680;2120;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
982;1242;ZEWACT_071221_Exp45;VEC0044b;VEV0203;Vocalisation;191462;193106;1644;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
983;1243;ZEWACT_071221_Exp45;VEC0044b;VEV0204;Vocalisation;194440;195131;691;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
984;1244;ZEWACT_071221_Exp45;VEC0044b;VEV0205;Vocalisation;196053;198960;2907;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;No;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
985;1245;ZEWACT_071221_Exp45;VEC0044b;VEV0206;Vocalisation;201208;203196;1988;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
986;1246;ZEWACT_071221_Exp45;VEC0044b;VEV0207;Vocalisation;216800;220560;3760;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
987;1247;ZEWACT_071221_Exp45;VEC0044b;VEV0208;Vocalisation;223720;228520;4800;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
996;1263;ZEWACT_081221_Exp47;VEC0046a;VEV0214;Vocalisation;164340;167120;2780;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_rcp;MN;26;Male;0.160529737;Same;Com goes from greeting to traveling so not sure when greeting signals end;NA;NA;NA;NA;NA;NA
1011;1280;ZEWACT_081221_Exp47;VEC0046b;VEV0211;Vocalisation;161140;162840;1700;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;Com goes from greeting to traveling so not sure when greeting signals end but not coded from when unsure;NA;NA;NA;NA;NA;NA
1012;1281;ZEWACT_081221_Exp47;VEC0046b;VEV0212;Vocalisation;164180;164920;740;Include;Trumpet;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;NV;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;Com goes from greeting to traveling so not sure when greeting signals end but not coded from when unsure;NA;NA;NA;NA;NA;NA
1013;1282;ZEWACT_081221_Exp47;VEC0046b;VEV0213;Vocalisation;164920;169356;4436;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Yes;Yes;NA;MN;26;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_sgn;DM;46;Male;0.160529737;Same;Com goes from greeting to traveling so not sure when greeting signals end but not coded from when unsure;NA;NA;NA;NA;NA;NA
1016;1287;ZEWACT_081221_Exp48;VEC0047a;VEV0215;Vocalisation;175722;179320;3598;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;KB;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1017;1288;ZEWACT_081221_Exp48;VEC0047a;VEV0216;Vocalisation;181700;184400;2700;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;KB;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1018;1289;ZEWACT_081221_Exp48;VEC0047a;VEV0217;Vocalisation;186520;190400;3880;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;KB;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1022;1293;ZEWACT_081221_Exp48;VEC0047b;VEV0218;Vocalisation;179200;181760;2560;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;KB;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;HW;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1023;1294;ZEWACT_081221_Exp48;VEC0047b;VEV0219;Vocalisation;184240;187800;3560;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;KB;20;Female;Travel;Af_Lit_Greet;None;Greet_unc;HW;20;Female;0.375132225;Same;NA;NA;NA;NA;NA;NA;NA
1035;1306;ZEWACT_101221_Exp49;VEC0048a;VEV0220;Vocalisation;198280;202840;4560;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1036;1307;ZEWACT_101221_Exp49;VEC0048a;VEV0221;Vocalisation;205826;209960;4134;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;Yes;Yes;NA;HW;20;Female;Travel;Af_Lit_Greet;Urinating;Greet_sgn;DM;46;Male;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1055;1329;ZEWACT_101221_Exp49;VEC0048b;VEV0222;Vocalisation;169466;175080;5614;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1056;1330;ZEWACT_101221_Exp49;VEC0048b;VEV0223;Vocalisation;194332;196240;1908;Exclude;Roar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Unk;NV;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1057;1331;ZEWACT_101221_Exp49;VEC0048b;VEV0224;Vocalisation;201240;206160;4920;Exclude_end;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;Urinating;Greet_rcp;HW;20;Female;0.15680396;Different;NA;NA;NA;NA;NA;NA;NA
1061;1359;ZEWACT_111221_Exp52;VEC0050a;VEV0230;Vocalisation;175000;180034;5034;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_unc;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1062;1360;ZEWACT_111221_Exp52;VEC0050a;VEV0231;Vocalisation;202880;208698;5818;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Yes;Yes;NA;DM;46;Male;Travel;Af_Lit_Greet;None;Greet_unc;TT;40;Female;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1076;1376;ZEWACT_111221_Exp52;VEC0050b;VEV0232;Vocalisation;179700;183400;3700;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1077;1377;ZEWACT_111221_Exp52;VEC0050b;VEV0233;Vocalisation;198000;201760;3760;Exclude;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;No;NA;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1078;1378;ZEWACT_111221_Exp52;VEC0050b;VEV0234;Vocalisation;215200;220440;5240;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NA;TT;40;Female;Travel;Af_Lit_Greet;Temp_gland_secr;Greet_unc;DM;46;Male;0.148925335;Different;NA;NA;NA;NA;NA;NA;NA
1083;1404;ZEWACT_121221_Exp53;VEC0051a;VEV0235;Vocalisation;147820;152600;4780;Include;Rumble;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Unk;Yes;NSG;DM;46;Male;Travel;Af_Lit_Greet;Urin_Temp_gland;Greet_unc;KB;20;Female;0.21952885;Different;NA;NA;NA;NA;NA;NA;NA
